file,label,status
bbox/MP_SEL_B027496.jpg,none,ok
bbox/MP_SEL_B027497.jpg,none,ok
bbox/MP_SEL_B027498.jpg,none,ok
bbox/MP_SEL_B027499.jpg,none,ok
bbox/MP_SEL_B027500.jpg,none,ok
bbox/MP_SEL_B027501.jpg,none,ok
bbox/MP_SEL_B027502.jpg,none,ok
bbox/MP_SEL_B027453.jpg,approach,ok
bbox/MP_SEL_B027481.jpg,approach,ok
bbox/MP_SEL_B027494.jpg,approach,ok
bbox/MP_SEL_B027503.jpg,none_cw_visible,ok
bbox/MP_SEL_B027504.jpg,none,ok
bbox/MP_SEL_B027505.jpg,none,ok
bbox/MP_SEL_B027506.jpg,none,ok
bbox/MP_SEL_B027507.jpg,none,ok
bbox/MP_SEL_B027508.jpg,none,ok
bbox/MP_SEL_B027509.jpg,none,ok
bbox/MP_SEL_B027510.jpg,none,ok
bbox/MP_SEL_B027511.jpg,none,ok
bbox/MP_SEL_B027512.jpg,none,ok
bbox/MP_SEL_B027513.jpg,none,ok
bbox/MP_SEL_B027514.jpg,approach,ok
bbox/MP_SEL_B027515.jpg,none,ok
bbox/MP_SEL_B027516.jpg,none,ok
bbox/MP_SEL_B027517.jpg,none,ok
bbox/MP_SEL_B027518.jpg,none,ok
bbox/MP_SEL_B027519.jpg,none,ok
bbox/MP_SEL_B027520.jpg,none,ok
bbox/MP_SEL_B027521.jpg,approach,ok
bbox/MP_SEL_B027522.jpg,none,ok
bbox/MP_SEL_B027524.jpg,none,ok
bbox/MP_SEL_B027525.jpg,none_cw_visible,ok
bbox/MP_SEL_B027526.jpg,none,ok
bbox/MP_SEL_B027527.jpg,none,ok
bbox/MP_SEL_B027528.jpg,none,ok
bbox/MP_SEL_B027529.jpg,none,ok
bbox/MP_SEL_B027530.jpg,none,ok
bbox/MP_SEL_B027531.jpg,none,ok
bbox/MP_SEL_B027532.jpg,none,ok
bbox/MP_SEL_B027533.jpg,approach,ok
bbox/MP_SEL_B027534.jpg,none,ok
bbox/MP_SEL_B027535.jpg,none,ok
bbox/MP_SEL_B027536.jpg,none,ok
bbox/MP_SEL_B027537.jpg,none,ok
bbox/MP_SEL_B027538.jpg,none,ok
bbox/MP_SEL_B027539.jpg,none,ok
bbox/MP_SEL_B027540.jpg,none,ok
bbox/MP_SEL_B027541.jpg,approach,ok
bbox/MP_SEL_B027542.jpg,none,ok
bbox/MP_SEL_B027543.jpg,none,ok
bbox/MP_SEL_B027544.jpg,none,ok
bbox/MP_SEL_B027545.jpg,none,ok
bbox/MP_SEL_B027546.jpg,none,ok
bbox/MP_SEL_B027547.jpg,none,ok
bbox/MP_SEL_B027548.jpg,none,ok
bbox/MP_SEL_B027549.jpg,none,ok
bbox/MP_SEL_B027550.jpg,none,ok
bbox/MP_SEL_B027551.jpg,none,ok
bbox/MP_SEL_B027552.jpg,none,ok
bbox/MP_SEL_B027553.jpg,none,ok
bbox/MP_SEL_B027554.jpg,none,ok
bbox/MP_SEL_B027555.jpg,none,ok
bbox/MP_SEL_B027556.jpg,none,ok
bbox/MP_SEL_B027557.jpg,none,ok
bbox/MP_SEL_B027558.jpg,none,ok
bbox/MP_SEL_B027559.jpg,none,ok
bbox/MP_SEL_B027560.jpg,none,ok
bbox/MP_SEL_B027561.jpg,none,ok
bbox/MP_SEL_B027562.jpg,approach,ok
bbox/MP_SEL_B027563.jpg,none,ok
bbox/MP_SEL_B027564.jpg,none,ok
bbox/MP_SEL_B027565.jpg,none,ok
bbox/MP_SEL_B027566.jpg,none,ok
bbox/MP_SEL_B027567.jpg,none,ok
bbox/MP_SEL_B027568.jpg,none,ok
bbox/MP_SEL_B027569.jpg,none,ok
bbox/MP_SEL_B027570.jpg,none_cw_visible,ok
bbox/MP_SEL_B027571.jpg,none,ok
bbox/MP_SEL_B027572.jpg,none,ok
bbox/MP_SEL_B027573.jpg,none,ok
bbox/MP_SEL_B027574.jpg,none,ok
bbox/MP_SEL_B027575.jpg,none,ok
bbox/MP_SEL_B027576.jpg,none,ok
bbox/MP_SEL_B027577.jpg,none,ok
bbox/MP_SEL_B027578.jpg,none,ok
bbox/MP_SEL_B027579.jpg,none_cw_visible,ok
bbox/MP_SEL_B027581.jpg,none,ok
bbox/MP_SEL_B027582.jpg,none,ok
bbox/MP_SEL_B027583.jpg,none,ok
bbox/MP_SEL_B027584.jpg,none,ok
bbox/MP_SEL_B027585.jpg,none,ok
bbox/MP_SEL_B027586.jpg,none,ok
bbox/MP_SEL_B027587.jpg,none,ok
bbox/MP_SEL_B027588.jpg,approach,ok
bbox/MP_SEL_B027589.jpg,none_cw_visible,ok
bbox/MP_SEL_B027590.jpg,none,ok
bbox/MP_SEL_B027591.jpg,none,ok
bbox/MP_SEL_B027592.jpg,none,ok
bbox/MP_SEL_B027593.jpg,approach,ok
bbox/MP_SEL_B027594.jpg,none,ok
bbox/MP_SEL_B027595.jpg,none,ok
bbox/MP_SEL_B027596.jpg,none,ok
bbox/MP_SEL_B027597.jpg,none,ok
bbox/MP_SEL_B027598.jpg,approach,ok
bbox/MP_SEL_B027599.jpg,none,ok
bbox/MP_SEL_B027600.jpg,none,ok
bbox/MP_SEL_B027601.jpg,none,ok
bbox/MP_SEL_B027602.jpg,none,ok
bbox/MP_SEL_B027603.jpg,none,ok
bbox/MP_SEL_B027604.jpg,none,ok
bbox/MP_SEL_B027605.jpg,none,ok
bbox/MP_SEL_B027606.jpg,none,ok
bbox/MP_SEL_B027607.jpg,none,ok
bbox/MP_SEL_B027608.jpg,none,ok
bbox/MP_SEL_B027609.jpg,none,ok
bbox/MP_SEL_B027610.jpg,none,ok
bbox/MP_SEL_B027611.jpg,none,ok
bbox/MP_SEL_B027612.jpg,none,ok
bbox/MP_SEL_B027613.jpg,none,ok
bbox/MP_SEL_B027614.jpg,none,ok
bbox/MP_SEL_B027615.jpg,none,ok
bbox/MP_SEL_B027616.jpg,none,ok
bbox/MP_SEL_B027617.jpg,none,ok
bbox/MP_SEL_B027618.jpg,none,ok
bbox/MP_SEL_B027619.jpg,none,ok
bbox/MP_SEL_B027620.jpg,none,ok
bbox/MP_SEL_B027621.jpg,none,ok
bbox/MP_SEL_B027622.jpg,approach,ok
bbox/MP_SEL_B027623.jpg,none,ok
bbox/MP_SEL_B027624.jpg,none,ok
bbox/MP_SEL_B027625.jpg,none,ok
bbox/MP_SEL_B027626.jpg,none,ok
bbox/MP_SEL_B027627.jpg,none,ok
bbox/MP_SEL_B027628.jpg,none,ok
bbox/MP_SEL_B027629.jpg,none,ok
bbox/MP_SEL_B027630.jpg,approach,ok
bbox/MP_SEL_B027631.jpg,none,ok
bbox/MP_SEL_B027632.jpg,none,ok
bbox/MP_SEL_B027633.jpg,none,ok
bbox/MP_SEL_B027634.jpg,approach,ok
bbox/MP_SEL_B027635.jpg,none,ok
bbox/MP_SEL_B027636.jpg,none,ok
bbox/MP_SEL_B027637.jpg,none,ok
bbox/MP_SEL_B027638.jpg,none,ok
bbox/MP_SEL_B027639.jpg,none,ok
bbox/MP_SEL_B027640.jpg,none,ok
bbox/MP_SEL_B027641.jpg,none,ok
bbox/MP_SEL_B027642.jpg,none,ok
bbox/MP_SEL_B027643.jpg,none,ok
bbox/MP_SEL_B027644.jpg,none,ok
bbox/MP_SEL_B027645.jpg,none,ok
bbox/MP_SEL_B027646.jpg,none,ok
bbox/MP_SEL_B027647.jpg,none,ok
bbox/MP_SEL_B027648.jpg,none,ok
bbox/MP_SEL_B027649.jpg,none,ok
bbox/MP_SEL_B027650.jpg,approach,ok
bbox/MP_SEL_B027651.jpg,none,ok
bbox/MP_SEL_B027652.jpg,none,ok
bbox/MP_SEL_B027653.jpg,none,ok
bbox/MP_SEL_B027654.jpg,none,ok
bbox/MP_SEL_B027655.jpg,none,ok
bbox/MP_SEL_B027656.jpg,none,ok
bbox/MP_SEL_B027657.jpg,none,ok
bbox/MP_SEL_B027658.jpg,none,ok
bbox/MP_SEL_B027659.jpg,none,ok
bbox/MP_SEL_B027660.jpg,none,ok
bbox/MP_SEL_B027661.jpg,none,ok
bbox/MP_SEL_B027662.jpg,none,ok
bbox/MP_SEL_B027663.jpg,none,ok
bbox/MP_SEL_B027664.jpg,none,ok
bbox/MP_SEL_B027665.jpg,none,ok
bbox/MP_SEL_B027666.jpg,none,ok
bbox/MP_SEL_B027667.jpg,none,ok
bbox/MP_SEL_B027668.jpg,none,ok
bbox/MP_SEL_B027669.jpg,none,ok
bbox/MP_SEL_B027670.jpg,none,ok
bbox/MP_SEL_B027671.jpg,none,ok
bbox/MP_SEL_B027672.jpg,none,ok
bbox/MP_SEL_B027673.jpg,none,ok
bbox/MP_SEL_B027674.jpg,none,ok
bbox/MP_SEL_B027675.jpg,none,ok
bbox/MP_SEL_B027676.jpg,none,ok
bbox/MP_SEL_B027677.jpg,none,ok
bbox/MP_SEL_B027678.jpg,none,ok
bbox/MP_SEL_B027679.jpg,none,ok
bbox/MP_SEL_B027680.jpg,none,ok
bbox/MP_SEL_B027681.jpg,none,ok
bbox/MP_SEL_B027682.jpg,none,ok
bbox/MP_SEL_B027683.jpg,none,ok
bbox/MP_SEL_B027684.jpg,approach,ok
bbox/MP_SEL_B027686.jpg,none,ok
bbox/MP_SEL_B027687.jpg,none,ok
bbox/MP_SEL_B027688.jpg,none,ok
bbox/MP_SEL_B027689.jpg,none,ok
bbox/MP_SEL_B027690.jpg,none,ok
bbox/MP_SEL_B027691.jpg,none,ok
bbox/MP_SEL_B027692.jpg,none,ok
bbox/MP_SEL_B027694.jpg,approach,ok
bbox/MP_SEL_B027695.jpg,none,ok
bbox/MP_SEL_B027696.jpg,none,ok
bbox/MP_SEL_B027697.jpg,none,ok
bbox/MP_SEL_B027698.jpg,none,ok
bbox/MP_SEL_B027699.jpg,none,ok
bbox/MP_SEL_B027700.jpg,none,ok
bbox/MP_SEL_B027701.jpg,none,ok
bbox/MP_SEL_B027702.jpg,none,ok
bbox/MP_SEL_B027703.jpg,none,ok
bbox/MP_SEL_B027704.jpg,none,ok
bbox/MP_SEL_B027705.jpg,none,ok
bbox/MP_SEL_B027706.jpg,approach,ok
bbox/MP_SEL_B027707.jpg,none,ok
bbox/MP_SEL_B027708.jpg,none,ok
bbox/MP_SEL_B027709.jpg,none,ok
bbox/MP_SEL_B027710.jpg,none,ok
bbox/MP_SEL_B027711.jpg,none,ok
bbox/MP_SEL_B027712.jpg,none,ok
bbox/MP_SEL_B027713.jpg,approach,ok
bbox/MP_SEL_B027714.jpg,none,ok
bbox/MP_SEL_B027715.jpg,none,ok
bbox/MP_SEL_B027716.jpg,approach,ok
bbox/MP_SEL_B027717.jpg,none,ok
bbox/MP_SEL_B027718.jpg,none,ok
bbox/MP_SEL_B027719.jpg,none,ok
bbox/MP_SEL_B027720.jpg,none,ok
bbox/MP_SEL_B027721.jpg,none,ok
bbox/MP_SEL_B027722.jpg,none,ok
bbox/MP_SEL_B027723.jpg,none,ok
bbox/MP_SEL_B027724.jpg,none,ok
bbox/MP_SEL_B027725.jpg,none,ok
bbox/MP_SEL_B027726.jpg,none,ok
bbox/MP_SEL_B027727.jpg,none,ok
bbox/MP_SEL_B027728.jpg,none,ok
bbox/MP_SEL_B027729.jpg,none,ok
bbox/MP_SEL_B027730.jpg,none,ok
bbox/MP_SEL_B027731.jpg,none,ok
bbox/MP_SEL_B027732.jpg,none,ok
bbox/MP_SEL_B027733.jpg,none,ok
bbox/MP_SEL_B027734.jpg,none,ok
bbox/MP_SEL_B027735.jpg,approach,ok
bbox/MP_SEL_B027736.jpg,none,ok
bbox/MP_SEL_B027737.jpg,none,ok
bbox/MP_SEL_B027738.jpg,none,ok
bbox/MP_SEL_B027739.jpg,none,ok
bbox/MP_SEL_B027740.jpg,approach,ok
bbox/MP_SEL_B027741.jpg,none,ok
bbox/MP_SEL_B027742.jpg,none,ok
bbox/MP_SEL_B027743.jpg,approach,ok
bbox/MP_SEL_B027744.jpg,none,ok
bbox/MP_SEL_B027745.jpg,none,ok
bbox/MP_SEL_B027746.jpg,none,ok
bbox/MP_SEL_B027747.jpg,none,ok
bbox/MP_SEL_B027748.jpg,none,ok
bbox/MP_SEL_B027749.jpg,none,ok
bbox/MP_SEL_B027750.jpg,none,ok
polygon/MP_SEL_PN000601.jpg,none,ok
polygon/MP_SEL_PN000602.jpg,none,ok
polygon/MP_SEL_PN000603.jpg,none,ok
polygon/MP_SEL_PN000604.jpg,none,ok
polygon/MP_SEL_PN000605.jpg,none,ok
polygon/MP_SEL_PN000606.jpg,none,ok
polygon/MP_SEL_PN000607.jpg,none,ok
polygon/MP_SEL_PN000608.jpg,none,ok
polygon/MP_SEL_PN000609.jpg,approach,ok
polygon/MP_SEL_PN000610.jpg,approach,ok
polygon/MP_SEL_PN000611.jpg,,skipped
polygon/MP_SEL_PN000612.jpg,none,ok
polygon/MP_SEL_PN000613.jpg,none,ok
polygon/MP_SEL_PN000614.jpg,none,ok
polygon/MP_SEL_PN000615.jpg,none,ok
polygon/MP_SEL_PN000616.jpg,none,ok
polygon/MP_SEL_PN000617.jpg,none,ok
polygon/MP_SEL_PN000618.jpg,none,ok
polygon/MP_SEL_PN000619.jpg,none,ok
polygon/MP_SEL_PN000620.jpg,none,ok
polygon/MP_SEL_PN000621.jpg,none,ok
polygon/MP_SEL_PN000622.jpg,none,ok
polygon/MP_SEL_PN000623.jpg,none,ok
polygon/MP_SEL_PN000624.jpg,none,ok
polygon/MP_SEL_PN000625.jpg,none,ok
polygon/MP_SEL_PN000626.jpg,none,ok
polygon/MP_SEL_PN000627.jpg,none,ok
polygon/MP_SEL_PN000628.jpg,none,ok
polygon/MP_SEL_PN000629.jpg,none,ok
polygon/MP_SEL_PN000630.jpg,none,ok
polygon/MP_SEL_PN000631.jpg,none,ok
polygon/MP_SEL_PN000632.jpg,none,ok
polygon/MP_SEL_PN000633.jpg,none,ok
polygon/MP_SEL_PN000634.jpg,none,ok
polygon/MP_SEL_PN000635.jpg,none,ok
polygon/MP_SEL_PN000636.jpg,none,ok
polygon/MP_SEL_PN000637.jpg,none,ok
polygon/MP_SEL_PN000638.jpg,none,ok
polygon/MP_SEL_PN000639.jpg,none,ok
polygon/MP_SEL_PN000640.jpg,none,ok
polygon/MP_SEL_PN000641.jpg,none,ok
polygon/MP_SEL_PN000642.jpg,none,ok
polygon/MP_SEL_PN000643.jpg,none,ok
polygon/MP_SEL_PN000644.jpg,none,ok
polygon/MP_SEL_PN000645.jpg,none,ok
polygon/MP_SEL_PN000646.jpg,none,ok
polygon/MP_SEL_PN000647.jpg,none,ok
polygon/MP_SEL_PN000648.jpg,none,ok
polygon/MP_SEL_PN000649.jpg,none,ok
polygon/MP_SEL_PN000650.jpg,none,ok
polygon/MP_SEL_PN000651.jpg,none,ok
polygon/MP_SEL_PN000652.jpg,none,ok
polygon/MP_SEL_PN000653.jpg,none,ok
polygon/MP_SEL_PN000654.jpg,none,ok
polygon/MP_SEL_PN000655.jpg,none,ok
polygon/MP_SEL_PN000656.jpg,none,ok
polygon/MP_SEL_PN000657.jpg,none,ok
polygon/MP_SEL_PN000658.jpg,none,ok
polygon/MP_SEL_PN000659.jpg,none,ok
polygon/MP_SEL_PN000660.jpg,none,ok
polygon/MP_SEL_PN000661.jpg,none,ok
polygon/MP_SEL_PN000662.jpg,none,ok
polygon/MP_SEL_PN000663.jpg,none,ok
polygon/MP_SEL_PN000664.jpg,none,ok
polygon/MP_SEL_PN000665.jpg,none,ok
polygon/MP_SEL_PN000666.jpg,none,ok
polygon/MP_SEL_PN000667.jpg,none,ok
polygon/MP_SEL_PN000668.jpg,none,ok
polygon/MP_SEL_PN000669.jpg,none,ok
polygon/MP_SEL_PN000670.jpg,none,ok
polygon/MP_SEL_PN000671.jpg,none,ok
polygon/MP_SEL_PN000672.jpg,none,ok
polygon/MP_SEL_PN000673.jpg,none,ok
polygon/MP_SEL_PN000674.jpg,none,ok
polygon/MP_SEL_PN000675.jpg,none,ok
polygon/MP_SEL_PN000676.jpg,none,ok
polygon/MP_SEL_PN000677.jpg,none,ok
polygon/MP_SEL_PN000678.jpg,none,ok
polygon/MP_SEL_PN000679.jpg,none,ok
polygon/MP_SEL_PN000680.jpg,none_cw_visible,ok
polygon/MP_SEL_PN000681.jpg,none,ok
polygon/MP_SEL_PN000682.jpg,none,ok
polygon/MP_SEL_PN000683.jpg,none,ok
polygon/MP_SEL_PN000684.jpg,none,ok
polygon/MP_SEL_PN000685.jpg,none,ok
polygon/MP_SEL_PN000686.jpg,none,ok
polygon/MP_SEL_PN000687.jpg,none,ok
polygon/MP_SEL_PN000688.jpg,none,ok
polygon/MP_SEL_PN000689.jpg,approach,ok
polygon/MP_SEL_PN000690.jpg,approach,ok
polygon/MP_SEL_PN000691.jpg,none,ok
polygon/MP_SEL_PN000692.jpg,none,ok
polygon/MP_SEL_PN000693.jpg,none,ok
polygon/MP_SEL_PN000695.jpg,none_cw_visible,ok
polygon/MP_SEL_PN000696.jpg,none_cw_visible,ok
polygon/MP_SEL_PN000697.jpg,approach,ok
polygon/MP_SEL_PN000698.jpg,none_cw_visible,ok
polygon/MP_SEL_PN000699.jpg,none,ok
polygon/MP_SEL_PN000700.jpg,none,ok
depth/KSC_026389_L_left.png,none,ok
depth/KSC_026458_L_left.png,none,ok
depth/KSC_026497_L_left.png,none,ok
depth/KSC_026990_L_left.png,none,ok
depth/KSC_027070_L_left.png,none,ok
depth/KSC_030668_L_left.png,approach,ok
