class,filename,angle_deg,x1,y1,x2,y2,view_w,view_h,status
1_approach,20260803_203912.jpg,-34.40,314,658,225,528,615,820,ok
1_approach,20260812_205302.jpg,-38.34,306,638,219,528,615,820,ok
1_approach,20260812_205406.jpg,-35.91,288,611,225,524,615,820,ok
1_approach,20260812_205543.jpg,-51.34,323,665,198,565,615,820,ok
1_approach,20260821_193222.jpg,-36.66,266,479,167,346,615,820,ok
1_approach,20260823_142748.jpg,-23.93,292,540,229,398,615,820,ok
1_approach,20260823_142756.jpg,0.00,304,534,304,423,615,820,ok
1_approach,20260823_143119.jpg,-0.47,243,532,242,410,615,820,ok
1_approach,20260823_143123.jpg,41.56,228,522,314,425,615,820,ok
1_approach,20260823_143152.jpg,28.75,263,512,325,399,615,820,ok
1_approach,20260823_143257.jpg,24.90,351,524,403,412,615,820,ok
1_approach,20260823_143300.jpg,-0.52,321,507,320,396,615,820,ok
1_approach,20260823_143304.jpg,-27.55,271,512,223,420,615,820,ok
1_approach,20260823_160517.jpg,-32.11,293,520,234,426,615,820,ok
1_approach,20260823_160522.jpg,0.00,312,511,312,365,615,820,ok
1_approach,20260823_160802.jpg,24.09,282,506,337,383,615,820,ok
1_approach,20260823_160850.jpg,-14.83,286,456,259,354,615,820,ok
1_approach,20260823_160946.jpg,-9.46,338,508,319,394,615,820,ok
1_approach,20260823_161518.jpg,20.03,324,509,363,402,615,820,ok
1_approach,20260823_161526.jpg,-0.35,240,510,239,346,615,820,ok
1_approach,20260823_161533.jpg,-22.74,248,580,204,475,615,820,ok
1_approach,20260823_161553.jpg,-20.46,316,486,269,360,615,820,ok
1_approach,20260823_161654.jpg,14.04,416,532,444,420,615,820,ok
1_approach,20260823_161825.jpg,40.31,315,541,410,429,615,820,ok
1_approach,20260823_162335.jpg,-33.22,244,426,170,313,615,820,ok
1_approach,20260823_162338.jpg,-0.94,292,540,289,358,615,820,ok
1_approach,20260823_162341.jpg,26.37,294,504,352,387,615,820,ok
1_approach,20260823_162421.jpg,22.93,313,589,357,485,615,820,ok
1_approach,20260823_162424.jpg,-7.57,235,576,218,448,615,820,ok
1_approach,20260824_184811.jpg,13.92,316,546,345,429,615,820,ok
1_approach,20260824_184849.jpg,3.60,347,487,355,360,615,820,ok
1_approach,20260824_195646.jpg,-13.78,328,509,290,354,615,820,ok
1_approach,20260824_195651.jpg,-25.27,332,546,273,421,615,820,ok
1_approach,20260824_195707.jpg,19.05,287,530,335,391,615,820,ok
1_approach,20260824_195908.jpg,26.73,296,538,368,395,615,820,ok
1_approach,20260824_195931.jpg,27.63,336,536,392,429,615,820,ok
1_approach,20260824_200049.jpg,-0.34,261,537,260,366,615,820,ok
1_approach,20260824_200122.jpg,7.21,343,512,363,354,615,820,ok
1_approach,20260824_200133.jpg,18.43,313,520,356,391,615,820,ok
1_approach,20260824_200238.jpg,-39.18,319,499,222,380,615,820,ok
1_approach,20260824_200248.jpg,-21.80,259,557,201,412,615,820,ok
1_approach,20260824_200341.jpg,-25.91,330,532,245,357,615,820,ok
1_approach,20260824_200356.jpg,-19.57,352,507,288,327,615,820,ok
1_approach,20260827_200804.jpg,7.34,295,573,320,379,615,820,ok
1_approach,20260827_205348.jpg,19.63,251,541,307,384,615,820,ok
1_approach,20260827_205637.jpg,-18.80,308,509,260,368,615,820,ok
1_approach,20260828_103715.jpg,11.38,298,606,328,457,615,820,ok
1_approach,20260828_103723.jpg,-5.48,285,637,271,491,615,820,ok
1_approach,20260828_103923.jpg,-32.74,301,593,202,439,615,820,ok
1_approach,20260828_103929.jpg,,,,,,615,820,skipped
1_approach,20260828_104010.jpg,-0.38,331,607,330,456,615,820,ok
1_approach,20260828_104135.jpg,29.01,318,547,384,428,615,820,ok
1_approach,20260828_104137.jpg,9.93,286,571,314,411,615,820,ok
1_approach,20260828_104153.jpg,-8.20,282,601,266,490,615,820,ok
1_approach,20260828_104220.jpg,-15.75,313,588,280,471,615,820,ok
1_approach,20260828_104245.jpg,23.26,288,531,337,417,615,820,ok
1_approach,20260828_104248.jpg,,,,,,615,820,skipped
1_approach,20260828_104616.jpg,,320,480,317,366,615,820,skipped
1_approach,20260828_104632.jpg,-23.13,259,424,215,321,615,820,ok
1_approach,20260828_104717.jpg,,,,,,615,820,skipped
1_approach,20260831_200214.jpg,-35.31,313,607,228,487,615,820,ok
1_approach,20260831_200219.jpg,26.05,335,596,400,463,615,820,ok
1_approach,20260831_200231.jpg,,,,,,615,820,skipped
1_approach,20260831_200457.jpg,-26.80,291,556,241,457,615,820,ok
1_approach,20260831_200608.jpg,,,,,,615,820,skipped
1_approach,20260831_200625.jpg,-11.96,283,549,258,431,615,820,ok
1_approach,20260831_200826.jpg,,,,,,615,820,skipped
1_approach,20260831_200838.jpg,0.00,306,560,306,415,615,820,ok
1_approach,20260831_200930.jpg,,,,,,615,820,skipped
1_approach,20260831_201012.jpg,29.58,306,555,369,444,615,820,ok
1_approach,20260831_201027.jpg,,,,,,615,820,skipped
1_approach,20260831_201028.jpg,0.00,264,521,264,389,615,820,ok
1_approach,20260831_201123.jpg,,,,,,615,820,skipped
1_approach,20260831_201143.jpg,14.74,297,508,327,394,615,820,ok
1_approach,20260831_201157.jpg,,,,,,615,820,skipped
1_approach,20260831_201207.jpg,,,,,,615,820,skipped
1_approach,20260831_201238.jpg,,,,,,615,820,skipped
1_approach,20260831_201252.jpg,-19.16,300,569,259,451,615,820,ok
1_approach,20260831_201255.jpg,,,,,,615,820,skipped
1_approach,20260831_201310.jpg,,,,,,615,820,skipped
1_approach,20260831_201322.jpg,12.30,259,578,288,445,615,820,ok
1_approach,20260831_201415.jpg,,,,,,615,820,skipped
1_approach,20260831_201434.jpg,-14.62,280,426,256,334,615,820,ok
1_approach,20260831_201436.jpg,,,,,,615,820,skipped
1_approach,20260902_165918.jpg,5.71,277,542,291,402,615,820,ok
1_approach,20260902_165924.jpg,,,,,,615,820,skipped
1_approach,20260902_170231.jpg,-12.67,295,527,266,398,615,820,ok
1_approach,20260904_161736.jpg,,,,,,615,820,skipped
1_approach,left (1).jpg,10.49,225,569,255,407,615,820,ok
1_approach,left (1457).jpg,,,,,,615,820,skipped
1_approach,left (1690).jpg,19.44,287,597,347,427,615,820,ok
1_approach,left (2639).jpg,16.63,233,532,276,388,615,820,ok
1_approach,right (1482).jpg,-27.51,284,576,209,432,615,820,ok
1_approach,right (2665).jpg,-25.97,285,519,228,402,615,820,ok
2_front,20251119_130610_033_saved.jpg,0.00,307,523,307,360,615,820,ok
2_front,20251119_130610_073_saved.jpg,0.00,320,562,320,389,615,820,ok
2_front,20251119_131146_092_saved.jpg,,,,,,615,820,skipped
2_front,20251119_131206_025_saved.jpg,1.61,352,569,358,355,615,820,ok
2_front,20251119_131658_023_saved.jpg,0.00,320,613,320,446,615,820,ok
2_front,20251119_131658_099_saved.jpg,0.00,308,539,308,417,615,820,ok
2_front,20251119_131658_100_saved.jpg,0.00,325,593,325,471,615,820,ok
2_front,20251119_132013_049_saved.jpg,-0.84,289,592,287,456,615,820,ok
2_front,20251119_132013_100_saved.jpg,0.00,292,596,292,471,615,820,ok
2_front,20251119_153628.jpg,0.00,300,595,300,487,615,820,ok
2_front,20251119_154454_012_saved.jpg,0.46,304,606,305,482,615,820,ok
2_front,20251119_154454_100_saved.jpg,-0.90,284,614,282,486,615,820,ok
2_front,20251119_155329_100_saved.jpg,0.00,278,579,278,455,615,820,ok
2_front,20251119_160548_025_saved.jpg,0.00,287,596,287,506,615,820,ok
2_front,20251119_160555_055_saved.jpg,0.67,295,584,296,499,615,820,ok
2_front,20251119_161645.jpg,0.00,286,564,286,492,615,820,ok
2_front,20251119_161646_016_saved.jpg,0.00,294,537,294,450,615,820,ok
2_front,20251119_161652_018_saved.jpg,0.00,279,548,279,461,615,820,ok
2_front,20251119_161652_081_saved.jpg,0.00,271,543,271,457,615,820,ok
2_front,20251119_161750_002_saved.jpg,0.00,265,555,265,477,615,820,ok
2_front,20251119_161750_090_saved.jpg,0.00,250,544,250,473,615,820,ok
2_front,20251119_162002.jpg,0.00,248,506,248,462,615,820,ok
2_front,20251119_162003_096_saved.jpg,0.00,282,533,282,482,615,820,ok
2_front,20251119_162009_097_saved.jpg,0.00,290,558,290,493,615,820,ok
2_front,20251119_162308_009_saved.jpg,-0.57,294,573,293,473,615,820,ok
2_front,20251119_162317_030_saved.jpg,0.00,284,556,284,481,615,820,ok
2_front,20251119_163010_026_saved.jpg,-0.72,263,598,262,518,615,820,ok
2_front,20251119_163013_023_saved.jpg,1.91,263,566,266,476,615,820,ok
2_front,20251119_163013_068_saved.jpg,0.00,266,560,266,482,615,820,ok
2_front,20251119_163243_040_saved.jpg,0.00,279,578,279,492,615,820,ok
2_front,20251119_163243_078_saved.jpg,0.00,269,559,269,482,615,820,ok
2_front,20251119_163653_011_saved.jpg,0.00,270,543,270,479,615,820,ok
2_front,20251119_163653_047_saved.jpg,0.40,293,511,294,368,615,820,ok
2_front,20251119_163716_004_saved.jpg,0.00,289,520,289,397,615,820,ok
2_front,20251119_163716_015_saved.jpg,0.00,291,571,291,434,615,820,ok
2_front,20251119_163716_065_saved.jpg,0.87,257,571,259,439,615,820,ok
2_front,20251119_163913_009_saved.jpg,1.55,263,491,266,380,615,820,ok
2_front,20251119_163913_041_saved.jpg,,,,,,615,820,skipped
2_front,20251119_163913_069_saved.jpg,,,,,,615,820,skipped
2_front,20251119_163913_081_saved.jpg,0.00,297,548,297,452,615,820,ok
2_front,20251119_164334_029_saved.jpg,0.00,271,559,271,467,615,820,ok
2_front,20251119_164340_063_saved.jpg,0.00,270,508,270,439,615,820,ok
2_front,20251119_164354_018_saved.jpg,-0.33,264,490,263,317,615,820,ok
2_front,20251119_164354_070_saved.jpg,0.60,278,479,279,383,615,820,ok
2_front,20251119_164425_025_saved.jpg,,,,,,615,820,skipped
2_front,20251119_164425_098_saved.jpg,,,,,,615,820,skipped
2_front,20251119_164432_100_saved.jpg,0.00,318,466,318,302,615,820,ok
2_front,20251119_175218_020_saved.jpg,0.00,295,488,295,323,615,820,ok
2_front,20251119_175218_096_saved.jpg,0.60,271,481,273,290,615,820,ok
2_front,20251119_175635_016_saved.jpg,,,,,,615,820,skipped
2_front,20251119_175635_091_saved.jpg,0.00,288,460,288,332,615,820,ok
2_front,20251119_175647_046_saved.jpg,0.00,290,456,290,353,615,820,ok
2_front,20251119_175647_072_saved.jpg,0.38,263,574,264,424,615,820,ok
2_front,20251119_180913.jpg,-0.39,301,528,300,380,615,820,ok
2_front,20251119_180913_005_saved.jpg,,,,,,615,820,skipped
2_front,20251119_180913_078_saved.jpg,,,,,,615,820,skipped
2_front,20251119_180921_003_saved.jpg,,,,,,615,820,skipped
2_front,20251119_180921_056_saved.jpg,,,,,,615,820,skipped
2_front,20251119_181245.jpg,,,,,,615,820,skipped
2_front,20251119_181245_081_saved.jpg,-1.37,276,551,273,426,615,820,ok
2_front,20251120_163823_084_saved.jpg,2.12,306,604,311,469,615,820,ok
2_front,20251120_164854_014_saved.jpg,0.00,296,551,296,427,615,820,ok
2_front,20251120_164854_022_saved.jpg,-0.95,292,532,290,412,615,820,ok
2_front,20251120_164854_100_saved.jpg,0.00,315,521,315,417,615,820,ok
2_front,20251120_165640_012_saved.jpg,,,,,,615,820,skipped
2_front,20251120_165640_025_saved.jpg,,,,,,615,820,skipped
2_front,20251120_165646_067_saved.jpg,0.00,290,483,290,401,615,820,ok
2_front,20251120_165646_093_saved.jpg,0.00,286,464,286,377,615,820,ok
2_front,20251120_170830_031_saved.jpg,,,,,,615,820,skipped
2_front,20251120_170830_044_saved.jpg,0.00,275,426,275,360,615,820,ok
2_front,20251120_170830_096_saved.jpg,0.00,235,530,235,444,615,820,ok
2_front,20251120_171001_034_saved.jpg,,,,,,615,820,skipped
2_front,20251120_171001_060_saved.jpg,0.00,312,640,312,461,615,820,ok
2_front,20251120_171001_086_saved.jpg,,,,,,615,820,skipped
2_front,20251120_171001_099_saved.jpg,,,,,,615,820,skipped
2_front,20251120_171353_096_saved.jpg,0.00,301,482,301,371,615,820,ok
2_front,20260708_203302.jpg,0.00,272,515,272,448,615,820,ok
2_front,20260708_203323.jpg,0.00,264,591,264,527,615,820,ok
2_front,20260709_202951.jpg,0.00,304,574,304,506,615,820,ok
2_front,20260709_203009.jpg,0.00,291,573,291,480,615,820,ok
2_front,20260709_203013.jpg,,,,,,615,820,skipped
2_front,20260719_141356.jpg,0.00,296,490,296,399,615,820,ok
2_front,20260724_201400.jpg,0.64,282,485,283,396,615,820,ok
2_front,20260724_201438.jpg,,,,,,615,820,skipped
2_front,20260724_201439.jpg,0.00,307,506,307,413,615,820,ok
2_front,20260724_202716.jpg,,,,,,615,820,skipped
2_front,20260731_012226.jpg,0.00,276,635,276,471,615,820,ok
2_front,20260731_012424.jpg,0.46,295,603,296,478,615,820,ok
2_front,20260731_012622.jpg,0.00,317,552,317,457,615,820,ok
2_front,20260731_012910.jpg,0.00,239,560,239,417,615,820,ok
2_front,20260731_013101.jpg,,,,,,615,820,skipped
2_front,20260731_013418.jpg,0.00,283,628,283,505,615,820,ok
2_front,20260731_013602.jpg,0.00,273,649,273,540,615,820,ok
2_front,20260731_013614.jpg,0.00,289,631,289,502,615,820,ok
2_front,20260731_013841.jpg,0.00,298,621,298,512,615,820,ok
2_front,20260731_013847.jpg,0.00,276,611,276,519,615,820,ok
2_front,20260731_014020.jpg,,,,,,615,820,skipped
2_front,20260731_014028.jpg,,,,,,615,820,skipped
2_front,20260731_014407.jpg,1.25,279,676,282,538,615,820,ok
2_front,20260731_014413.jpg,1.01,296,658,298,545,615,820,ok
2_front,20260731_014416.jpg,1.08,294,637,296,531,615,820,ok
2_front,20260731_014838.jpg,,,,,,615,820,skipped
2_front,20260731_015012.jpg,,,,,,615,820,skipped
2_front,20260731_015119.jpg,0.00,249,616,249,514,615,820,ok
2_front,20260731_015142.jpg,0.00,275,586,275,500,615,820,ok
2_front,20260731_015305.jpg,,,,,,615,820,skipped
2_front,20260731_015317.jpg,,,,,,615,820,skipped
2_front,20260731_015618.jpg,0.00,288,585,288,487,615,820,ok
2_front,20260731_015621.jpg,,,,,,615,820,skipped
2_front,20260731_015646.jpg,0.00,292,594,292,511,615,820,ok
2_front,20260731_015823.jpg,,,,,,615,820,skipped
2_front,20260731_015828.jpg,-0.55,248,588,247,483,615,820,ok
2_front,20260731_015837.jpg,0.00,282,574,282,485,615,820,ok
2_front,20260731_020000.jpg,,,,,,615,820,skipped
2_front,20260731_020015.jpg,0.00,310,615,310,528,615,820,ok
2_front,20260731_020157.jpg,0.00,324,595,324,521,615,820,ok
2_front,20260731_020810.jpg,,,,,,615,820,skipped
2_front,20260731_020833.jpg,,,,,,615,820,skipped
2_front,20260731_020841.jpg,0.00,287,596,287,481,615,820,ok
2_front,20260731_021430.jpg,,,,,,615,820,skipped
2_front,20260731_022025.jpg,1.74,215,559,218,460,615,820,ok
2_front,20260731_022041.jpg,1.06,320,567,322,459,615,820,ok
2_front,20260731_022107.jpg,0.00,310,560,310,464,615,820,ok
2_front,20260731_022539.jpg,,,,,,615,820,skipped
2_front,20260731_023328.jpg,0.00,304,605,304,498,615,820,ok
2_front,20260731_023444.jpg,0.00,292,522,292,427,615,820,ok
2_front,20260804_182203.jpg,-1.62,319,562,315,421,615,820,ok
2_front,20260804_182408.jpg,-0.52,302,516,301,405,615,820,ok
2_front,20260808_000203.jpg,-0.86,253,534,252,467,615,820,ok
2_front,20260808_000211.jpg,0.00,292,522,292,420,615,820,ok
2_front,20260809_172925.jpg,0.00,272,559,272,467,615,820,ok
2_front,20260809_172935.jpg,,,,,,615,820,skipped
2_front,20260809_173923.jpg,0.00,289,577,289,450,615,820,ok
2_front,20260810_202356.jpg,0.00,300,576,300,482,615,820,ok
2_front,20260812_203837.jpg,,,,,,615,820,skipped
2_front,20260812_205409.jpg,0.00,279,571,279,457,615,820,ok
2_front,20260812_205545.jpg,0.00,258,534,258,446,615,820,ok
2_front,20260819_122945.jpg,-0.51,227,615,226,503,615,820,ok
2_front,20260821_190959.jpg,,,,,,615,820,skipped
2_front,20260821_193228.jpg,0.00,258,503,258,428,615,820,ok
2_front,20260823_160657.jpg,1.39,288,619,293,413,615,820,ok
2_front,20260824_195740.jpg,,,,,,615,820,skipped
2_front,20260824_200125.jpg,,,,,,615,820,skipped
2_front,20260824_200144.jpg,0.00,272,631,272,536,615,820,ok
2_front,20260827_091728.jpg,,,,,,615,820,skipped
2_front,20260827_201705.jpg,-0.56,258,609,257,506,615,820,ok
2_front,20260827_205354.jpg,-0.72,299,619,297,459,615,820,ok
2_front,20260828_103725.jpg,-1.08,292,608,290,502,615,820,ok
2_front,20260828_104029.jpg,-1.15,284,547,282,447,615,820,ok
2_front,20260828_104035.jpg,0.00,286,472,286,376,615,820,ok
2_front,20260828_104200.jpg,-0.70,301,524,300,442,615,820,ok
2_front,20260828_104618.jpg,0.00,280,622,280,492,615,820,ok
2_front,20260828_104625.jpg,0.00,280,401,280,349,615,820,ok
2_front,20260828_104644.jpg,0.00,288,688,288,552,615,820,ok
2_front,20260828_104719.jpg,0.00,274,673,274,567,615,820,ok
2_front,20260831_200216.jpg,0.49,280,604,281,487,615,820,ok
2_front,20260831_200223.jpg,1.83,303,541,306,447,615,820,ok
2_front,20260831_200237.jpg,0.00,275,559,275,448,615,820,ok
2_front,20260831_200831.jpg,-0.44,264,598,263,467,615,820,ok
2_front,20260831_200840.jpg,2.20,307,602,311,498,615,820,ok
2_front,20260831_200933.jpg,-2.33,290,614,285,491,615,820,ok
2_front,20260831_201018.jpg,0.55,271,612,272,508,615,820,ok
2_front,20260831_201135.jpg,0.50,267,720,268,606,615,820,ok
2_front,20260831_201147.jpg,0.00,259,644,259,520,615,820,ok
2_front,20260831_201201.jpg,0.00,266,635,266,530,615,820,ok
2_front,20260831_201244.jpg,0.53,295,629,296,520,615,820,ok
2_front,20260831_201247.jpg,0.00,281,606,281,522,615,820,ok
2_front,20260831_201315.jpg,0.59,270,606,271,509,615,820,ok
2_front,20260831_201318.jpg,0.00,260,632,260,491,615,820,ok
2_front,20260831_201326.jpg,0.00,277,496,277,398,615,820,ok
2_front,20260831_201418.jpg,,,,,,615,820,skipped
2_front,20260831_201438.jpg,2.60,224,642,231,488,615,820,ok
2_front,20260902_170403.jpg,0.87,258,636,260,505,615,820,ok
2_front,20260902_173827.jpg,0.53,251,597,252,488,615,820,ok
2_front,20260904_161811.jpg,0.67,274,592,275,506,615,820,ok
2_front,20260904_161825.jpg,0.00,271,632,271,517,615,820,ok
2_front,20260904_170801.jpg,0.00,256,630,256,518,615,820,ok
2_front,20260904_170828.jpg,1.03,220,678,223,511,615,820,ok
2_front,20260904_170848.jpg,-0.76,304,672,302,522,615,820,ok
2_front,20260904_172130.jpg,-0.42,245,658,244,520,615,820,ok
2_front,20260904_172202.jpg,0.89,258,636,260,507,615,820,ok
3_left,20260708_203305.jpg,23.68,312,694,369,564,615,820,ok
3_left,20260708_203311.jpg,10.91,246,757,278,591,615,820,ok
3_left,20260708_203334.jpg,12.97,239,725,280,547,615,820,ok
3_left,20260708_203344.jpg,10.10,256,689,287,515,615,820,ok
3_left,20260709_201944.jpg,15.48,269,632,310,484,615,820,ok
3_left,20260709_202953.jpg,10.23,296,638,320,505,615,820,ok
3_left,20260709_203041.jpg,16.09,258,657,303,501,615,820,ok
3_left,20260719_141740.jpg,10.27,238,624,265,475,615,820,ok
3_left,20260722_133658.jpg,12.14,236,628,270,470,615,820,ok
3_left,20260722_133707.jpg,,,,,,615,820,skipped
3_left,20260722_133710.jpg,10.62,282,684,315,508,615,820,ok
3_left,20260722_133728.jpg,,,,,,615,820,skipped
3_left,20260722_133731.jpg,,,,,,615,820,skipped
3_left,20260724_180436.jpg,55.34,214,640,402,510,615,820,ok
3_left,20260724_190451.jpg,35.36,205,648,315,493,615,820,ok
3_left,20260724_201327.jpg,38.84,229,584,357,425,615,820,ok
3_left,20260724_201426.jpg,20.65,253,578,325,387,615,820,ok
3_left,20260724_201427.jpg,30.44,185,622,309,411,615,820,ok
3_left,20260724_202157.jpg,19.18,233,638,305,431,615,820,ok
3_left,20260724_202159.jpg,35.11,287,593,377,465,615,820,ok
3_left,20260724_202446.jpg,30.28,304,550,377,425,615,820,ok
3_left,20260724_202718.jpg,32.76,247,576,339,433,615,820,ok
3_left,20260727_151140.jpg,41.15,221,630,318,519,615,820,ok
3_left,20260727_151144.jpg,13.68,239,627,276,475,615,820,ok
3_left,20260727_151146.jpg,15.45,235,561,277,409,615,820,ok
3_left,20260730_190446.jpg,14.96,259,512,294,381,615,820,ok
3_left,20260730_190448.jpg,19.98,231,490,275,369,615,820,ok
3_left,20260731_012051.jpg,40.56,225,543,320,432,615,820,ok
3_left,20260731_012230.jpg,21.21,245,602,297,468,615,820,ok
3_left,20260731_012403.jpg,67.66,139,539,358,449,615,820,ok
3_left,20260731_012428.jpg,27.14,208,665,289,507,615,820,ok
3_left,20260731_012620.jpg,50.57,213,633,365,508,615,820,ok
3_left,20260731_012633.jpg,58.25,281,625,441,526,615,820,ok
3_left,20260731_012912.jpg,30.85,236,667,325,518,615,820,ok
3_left,20260731_013103.jpg,39.81,208,619,348,451,615,820,ok
3_left,20260731_013835.jpg,55.88,236,640,419,516,615,820,ok
3_left,20260731_013848.jpg,35.46,210,669,314,523,615,820,ok
3_left,20260731_014014.jpg,40.86,210,708,338,560,615,820,ok
3_left,20260731_014842.jpg,45.62,303,701,443,564,615,820,ok
3_left,20260731_014851.jpg,51.86,257,658,406,541,615,820,ok
3_left,20260731_014958.jpg,38.89,282,687,378,568,615,820,ok
3_left,20260731_015123.jpg,28.57,249,658,353,467,615,820,ok
3_left,20260731_015244.jpg,21.67,259,638,317,492,615,820,ok
3_left,20260731_015308.jpg,23.65,285,613,338,492,615,820,ok
3_left,20260731_015603.jpg,27.30,264,646,328,522,615,820,ok
3_left,20260731_015643.jpg,49.29,311,664,447,547,615,820,ok
3_left,20260731_015831.jpg,22.96,260,624,321,480,615,820,ok
3_left,20260731_020033.jpg,23.20,272,624,326,498,615,820,ok
3_left,20260731_020211.jpg,10.99,290,641,317,502,615,820,ok
3_left,20260731_020847.jpg,37.49,308,620,410,487,615,820,ok
3_left,20260731_021434.jpg,41.99,284,605,410,465,615,820,ok
3_left,20260731_022047.jpg,29.41,299,621,383,472,615,820,ok
3_left,20260731_022112.jpg,30.16,314,647,400,499,615,820,ok
3_left,20260731_022547.jpg,44.79,297,653,433,516,615,820,ok
3_left,20260804_182410.jpg,25.02,270,621,333,486,615,820,ok
3_left,20260805_202408.jpg,23.13,294,632,338,529,615,820,ok
3_left,20260805_202411.jpg,16.31,275,653,311,530,615,820,ok
3_left,20260805_202442.jpg,25.91,294,627,362,487,615,820,ok
3_left,20260805_202450.jpg,18.43,302,641,353,488,615,820,ok
3_left,20260806_203443.jpg,27.28,307,618,389,459,615,820,ok
3_left,20260806_203447.jpg,51.05,281,570,401,473,615,820,ok
3_left,20260809_172943.jpg,40.28,299,584,399,466,615,820,ok
3_left,20260809_173618.jpg,25.18,268,621,339,470,615,820,ok
3_left,20260809_173925.jpg,34.54,265,624,360,486,615,820,ok
3_left,20260812_203835.jpg,23.30,290,594,349,457,615,820,ok
3_left,20260812_205304.jpg,23.53,306,571,360,447,615,820,ok
3_left,20260812_205410.jpg,36.80,284,637,379,510,615,820,ok
3_left,20260823_160903.jpg,14.29,304,621,345,460,615,820,ok
3_left,20260823_161829.jpg,,,,,,615,820,skipped
3_left,20260824_184815.jpg,,,,,,615,820,skipped
3_left,20260824_184901.jpg,9.68,269,603,291,474,615,820,ok
3_left,20260824_195734.jpg,13.28,263,552,301,391,615,820,ok
3_left,20260824_200139.jpg,,,,,,615,820,skipped
3_left,20260828_104623.jpg,14.42,288,528,324,388,615,820,ok
3_left,20260831_200450.jpg,,,,,,615,820,skipped
3_left,20260831_201016.jpg,22.28,277,574,336,430,615,820,ok
3_left,20260831_201159.jpg,15.15,308,557,347,413,615,820,ok
3_left,20260831_201245.jpg,40.16,283,664,391,536,615,820,ok
3_left,20260831_201313.jpg,23.07,284,623,353,461,615,820,ok
3_left,20260831_201325.jpg,16.57,286,600,333,442,615,820,ok
