class,filename,position,status
on_surface,surf_Surface_065_MP_SEL_SUR_005823.jpg,0,ok
on_surface,surf_Surface_065_MP_SEL_SUR_005837.jpg,0,ok
on_surface,surf_Surface_066_MP_SEL_SUR_005885.jpg,-1,ok
on_surface,surf_Surface_068_MP_SEL_SUR_005982.jpg,0,ok
on_surface,surf_Surface_068_MP_SEL_SUR_005997.jpg,0,ok
on_surface,surf_Surface_072_MP_SEL_SUR_006156.jpg,0,ok
on_surface,surf_Surface_075_MP_SEL_SUR_007373.jpg,,skipped
on_surface,surf_Surface_075_MP_SEL_SUR_007410.jpg,0,ok
on_surface,surf_Surface_076_MP_SEL_SUR_007490.jpg,0,ok
on_surface,surf_Surface_077_MP_SEL_SUR_007543.jpg,0,ok
on_surface,surf_Surface_077_MP_SEL_SUR_007545.jpg,0,ok
on_surface,surf_Surface_077_MP_SEL_SUR_007550.jpg,0,ok
on_surface,surf_Surface_077_MP_SEL_SUR_007576.jpg,-2,ok
on_surface,surf_Surface_078_MP_SEL_SUR_007604.jpg,1,ok
on_surface,surf_Surface_078_MP_SEL_SUR_007617.jpg,0,ok
on_surface,surf_Surface_079_MP_SEL_SUR_007667.jpg,0,ok
on_surface,surf_Surface_079_MP_SEL_SUR_007696.jpg,,skipped
on_surface,surf_Surface_080_MP_SEL_SUR_007786.jpg,0,ok
on_surface,surf_Surface_082_MP_SEL_SUR_006338.jpg,0,ok
on_surface,surf_Surface_083_MP_SEL_SUR_006369.jpg,,skipped
on_surface,surf_Surface_087_MP_SEL_SUR_006578.jpg,0,ok
on_surface,surf_Surface_088_MP_SEL_SUR_006623.jpg,0,ok
on_surface,surf_Surface_088_MP_SEL_SUR_006627.jpg,0,ok
on_surface,surf_Surface_091_MP_SEL_SUR_006772.jpg,2,ok
on_surface,surf_Surface_092_MP_SEL_SUR_006826.jpg,-1,ok
on_surface,surf_Surface_093_MP_SEL_SUR_006862.jpg,0,ok
on_surface,surf_Surface_093_MP_SEL_SUR_006882.jpg,0,ok
on_surface,surf_Surface_093_MP_SEL_SUR_006888.jpg,0,ok
on_surface,surf_Surface_094_MP_SEL_SUR_006903.jpg,0,ok
on_surface,surf_Surface_094_MP_SEL_SUR_006914.jpg,0,ok
on_surface,surf_Surface_094_MP_SEL_SUR_006944.jpg,0,ok
on_surface,surf_Surface_095_MP_SEL_SUR_006992.jpg,0,ok
on_surface,surf_Surface_097_MP_SEL_SUR_007057.jpg,,skipped
on_surface,surf_Surface_099_MP_SEL_SUR_007194.jpg,0,ok
on_surface,surf_Surface_100_MP_SEL_SUR_007224.jpg,0,ok
on_surface,surf_Surface_101_MP_SEL_SUR_007828.jpg,0,ok
on_surface,surf_Surface_101_MP_SEL_SUR_007838.jpg,,skipped
on_surface,surf_Surface_101_MP_SEL_SUR_007876.jpg,0,ok
on_surface,surf_Surface_101_MP_SEL_SUR_007902.jpg,0,ok
on_surface,surf_Surface_102_MP_SEL_SUR_007939.jpg,,skipped
on_surface,surf_Surface_103_MP_SEL_SUR_007988.jpg,0,ok
on_surface,surf_Surface_103_MP_SEL_SUR_008014.jpg,0,ok
on_surface,surf_Surface_103_MP_SEL_SUR_008039.jpg,0,ok
on_surface,surf_Surface_105_MP_SEL_SUR_008157.jpg,0,ok
on_surface,surf_Surface_105_MP_SEL_SUR_008177.jpg,,skipped
on_surface,surf_Surface_106_MP_SEL_SUR_008244.jpg,0,ok
on_surface,surf_Surface_108_MP_SEL_SUR_008401.jpg,-2,ok
on_surface,surf_Surface_108_MP_SEL_SUR_008460.jpg,-2,ok
on_surface,surf_Surface_108_MP_SEL_SUR_008462.jpg,1,ok
on_surface,surf_Surface_109_MP_SEL_SUR_008474.jpg,0,ok
on_surface,surf_Surface_109_MP_SEL_SUR_008517.jpg,0,ok
on_surface,surf_Surface_109_MP_SEL_SUR_008537.jpg,0,ok
on_surface,surf_Surface_111_MP_SEL_SUR_008635.jpg,0,ok
on_surface,surf_Surface_111_MP_SEL_SUR_008671.jpg,0,ok
on_surface,surf_Surface_112_MP_SEL_SUR_008740.jpg,0,ok
on_surface,surf_Surface_112_MP_SEL_SUR_008759.jpg,0,ok
on_surface,surf_Surface_113_MP_SEL_SUR_008845.jpg,0,ok
on_surface,surf_Surface_114_MP_SEL_SUR_008882.jpg,0,ok
on_surface,surf_Surface_115_MP_SEL_SUR_008997.jpg,0,ok
on_surface,surf_Surface_116_MP_SEL_SUR_009073.jpg,0,ok
on_surface,surf_Surface_116_MP_SEL_SUR_009077.jpg,-1,ok
on_surface,surf_Surface_116_MP_SEL_SUR_009101.jpg,0,ok
on_surface,surf_Surface_118_MP_SEL_SUR_009221.jpg,0,ok
on_surface,surf_Surface_118_MP_SEL_SUR_009272.jpg,0,ok
on_surface,surf_Surface_119_MP_SEL_SUR_009296.jpg,0,ok
on_surface,surf_Surface_121_MP_SEL_SUR_009411.jpg,0,ok
on_surface,surf_Surface_122_MP_SEL_SUR_009459.jpg,-1,ok
on_surface,surf_Surface_125_MP_SEL_SUR_009587.jpg,,skipped
on_surface,surf_Surface_129_MP_SEL_SUR_009786.jpg,,skipped
