class,filename,angle_deg,x1,y1,x2,y2,view_w,view_h,status
1_approach,20260827_205348.jpg,44.26,218,492,370,336,615,820,ok
1_approach,20260827_205637.jpg,-40.74,288,490,139,317,615,820,ok
1_approach,20260828_103715.jpg,36.35,279,555,396,396,615,820,ok
1_approach,20260828_103723.jpg,-14.83,312,572,263,387,615,820,ok
1_approach,20260828_103923.jpg,-58.80,365,504,119,355,615,820,ok
1_approach,20260828_103929.jpg,,,,,,615,820,skipped
1_approach,20260828_104010.jpg,,,,,,615,820,skipped
1_approach,20260828_104135.jpg,60.26,254,485,471,361,615,820,ok
1_approach,20260828_104137.jpg,8.93,285,496,315,305,615,820,ok
1_approach,20260828_104153.jpg,-11.59,287,555,263,438,615,820,ok
1_approach,20260828_104220.jpg,-19.86,335,571,270,391,615,820,ok
1_approach,20260828_104245.jpg,45.80,311,494,457,352,615,820,ok
1_approach,20260828_104248.jpg,-15.48,296,576,242,381,615,820,ok
1_approach,20260828_104616.jpg,35.67,297,449,414,286,615,820,ok
1_approach,20260828_104632.jpg,-39.04,280,435,177,308,615,820,ok
1_approach,20260828_104717.jpg,0.00,290,454,290,267,615,820,ok
1_approach,20260831_200214.jpg,-42.05,349,630,211,477,615,820,ok
1_approach,20260831_200219.jpg,51.56,275,539,435,412,615,820,ok
1_approach,20260831_200231.jpg,-48.37,258,504,141,400,615,820,ok
1_approach,20260831_200457.jpg,-47.10,321,531,208,426,615,820,ok
1_approach,20260831_200608.jpg,35.46,319,530,413,398,615,820,ok
1_approach,20260831_200625.jpg,-33.47,344,489,266,371,615,820,ok
1_approach,20260831_200826.jpg,0.00,304,513,304,340,615,820,ok
1_approach,20260831_200838.jpg,-0.40,292,483,291,338,615,820,ok
1_approach,20260831_200930.jpg,0.00,321,502,321,336,615,820,ok
1_approach,20260831_201012.jpg,55.33,275,444,408,352,615,820,ok
1_approach,20260831_201027.jpg,43.78,358,442,450,346,615,820,ok
1_approach,20260831_201028.jpg,0.00,241,445,241,329,615,820,ok
1_approach,20260831_201123.jpg,-50.92,288,444,171,349,615,820,ok
1_approach,20260831_201143.jpg,33.69,296,490,380,364,615,820,ok
1_approach,20260831_201157.jpg,,,,,,615,820,skipped
1_approach,20260831_201238.jpg,-42.51,309,448,199,328,615,820,ok
1_approach,20260831_201252.jpg,-41.33,291,527,167,386,615,820,ok
1_approach,20260831_201255.jpg,0.00,299,495,299,314,615,820,ok
1_approach,20260831_201310.jpg,42.27,265,475,385,343,615,820,ok
1_approach,20260831_201322.jpg,46.11,224,453,329,352,615,820,ok
1_approach,20260831_201415.jpg,-33.16,287,431,221,330,615,820,ok
1_approach,20260831_201434.jpg,-47.25,320,413,201,303,615,820,ok
1_approach,20260831_201436.jpg,-27.27,275,500,192,339,615,820,ok
1_approach,20260902_165918.jpg,16.49,271,477,308,352,615,820,ok
1_approach,20260902_165924.jpg,50.61,373,494,496,393,615,820,ok
1_approach,20260902_170231.jpg,-39.96,280,479,187,368,615,820,ok
1_approach,20260904_161736.jpg,49.02,240,499,400,360,615,820,ok
1_approach,20260907_205226.jpg,-45.63,346,509,207,373,615,820,ok
1_approach,20260907_205227.jpg,-3.81,308,561,296,381,615,820,ok
1_approach,20260907_205229.jpg,35.30,261,536,358,399,615,820,ok
1_approach,20260907_205234.jpg,45.19,341,562,489,415,615,820,ok
1_approach,20260907_205237.jpg,-31.56,347,549,269,422,615,820,ok
1_approach,20260907_205259.jpg,-30.96,286,557,199,412,615,820,ok
1_approach,20260907_205301.jpg,24.66,303,518,387,335,615,820,ok
1_approach,20260907_205419.jpg,-22.17,236,535,170,373,615,820,ok
1_approach,20260907_205421.jpg,1.27,285,511,289,331,615,820,ok
1_approach,20260907_205423.jpg,40.14,311,536,424,402,615,820,ok
1_approach,20260907_205429.jpg,-37.90,248,527,139,387,615,820,ok
1_approach,20260907_205431.jpg,-2.29,305,537,298,362,615,820,ok
1_approach,20260907_205433.jpg,29.43,276,567,364,411,615,820,ok
1_approach,20260907_205446.jpg,-36.72,353,502,262,380,615,820,ok
1_approach,20260907_205614.jpg,-30.54,284,550,202,411,615,820,ok
1_approach,20260907_205615.jpg,-0.37,304,564,303,410,615,820,ok
1_approach,20260907_205617.jpg,33.34,391,587,491,435,615,820,ok
1_approach,20260907_205630.jpg,-41.19,337,587,218,451,615,820,ok
1_approach,20260907_205632.jpg,-0.50,333,634,331,405,615,820,ok
1_approach,20260907_205633.jpg,22.92,318,588,392,413,615,820,ok
1_approach,20260907_205637.jpg,-31.63,276,575,175,411,615,820,ok
1_approach,20260907_205638.jpg,1.41,257,583,261,420,615,820,ok
1_approach,20260907_205639.jpg,29.78,295,607,398,427,615,820,ok
1_approach,20260907_205659.jpg,38.25,354,589,477,433,615,820,ok
1_approach,20260907_205700.jpg,0.98,292,583,295,407,615,820,ok
1_approach,20260907_205816.jpg,-48.62,334,527,208,416,615,820,ok
1_approach,20260907_205839.jpg,53.41,231,544,425,400,615,820,ok
1_approach,20260907_210032.jpg,-39.52,353,552,240,415,615,820,ok
1_approach,20260907_210041.jpg,0.00,307,576,307,371,615,820,ok
1_approach,20260907_210050.jpg,36.52,287,558,384,427,615,820,ok
1_approach,20260907_210101.jpg,-24.36,307,542,240,394,615,820,ok
1_approach,20260907_210110.jpg,-1.54,288,503,284,354,615,820,ok
1_approach,20260907_210120.jpg,32.09,308,468,387,342,615,820,ok
1_approach,20260907_210207.jpg,47.51,296,521,415,412,615,820,ok
1_approach,20260907_210216.jpg,0.35,295,524,296,360,615,820,ok
1_approach,20260907_210225.jpg,-44.76,306,517,189,399,615,820,ok
1_approach,20260907_210924.jpg,-30.61,208,580,108,411,615,820,ok
1_approach,20260907_210927.jpg,31.18,311,639,429,444,615,820,ok
1_approach,20260907_210935.jpg,-27.41,313,603,215,414,615,820,ok
1_approach,20260907_210937.jpg,0.00,327,611,327,341,615,820,ok
1_approach,20260907_210950.jpg,-19.86,244,594,188,439,615,820,ok
1_approach,20260907_211356.jpg,27.12,256,577,340,413,615,820,ok
1_approach,left (1).jpg,26.57,272,568,361,390,615,820,ok
1_approach,left (1457).jpg,25.92,293,568,380,389,615,820,ok
1_approach,left (1690).jpg,39.39,297,558,421,407,615,820,ok
1_approach,left (2639).jpg,35.51,239,428,371,243,615,820,ok
1_approach,right (1482).jpg,-37.54,296,502,140,299,615,820,ok
1_approach,right (2665).jpg,-41.58,310,450,145,264,615,820,ok
2_front,20251119_130610_033_saved.jpg,7.06,209,506,238,272,615,820,ok
2_front,20251119_130610_073_saved.jpg,0.38,257,568,259,270,615,820,ok
2_front,20251119_131146_092_saved.jpg,,,,,,615,820,skipped
2_front,20251119_131206_025_saved.jpg,0.17,323,547,324,207,615,820,ok
2_front,20251119_131658_023_saved.jpg,,279,547,274,252,615,820,skipped
2_front,20251119_131658_099_saved.jpg,0.00,320,491,320,238,615,820,ok
2_front,20251119_131658_100_saved.jpg,,,,,,615,820,skipped
2_front,20251119_132013_049_saved.jpg,0.61,302,518,305,234,615,820,ok
2_front,20251119_132013_100_saved.jpg,0.00,295,509,295,213,615,820,ok
2_front,20251119_153628.jpg,0.00,264,494,264,231,615,820,ok
2_front,20251119_154454_012_saved.jpg,3.32,274,393,288,152,615,820,ok
2_front,20251119_154454_100_saved.jpg,1.41,270,606,278,281,615,820,ok
2_front,20251119_155329_100_saved.jpg,-0.18,257,490,256,164,615,820,ok
2_front,20251119_160548_025_saved.jpg,0.00,296,526,296,227,615,820,ok
2_front,20251119_160555_055_saved.jpg,0.00,312,567,312,319,615,820,ok
2_front,20251119_161645.jpg,0.00,304,516,304,312,615,820,ok
2_front,20251119_161646_016_saved.jpg,0.71,301,487,303,325,615,820,ok
2_front,20251119_161652_018_saved.jpg,0.00,248,589,248,305,615,820,ok
2_front,20251119_161652_081_saved.jpg,-2.40,318,625,307,362,615,820,ok
2_front,20251119_161750_002_saved.jpg,-0.74,305,594,302,361,615,820,ok
2_front,20251119_161750_090_saved.jpg,0.00,271,534,271,321,615,820,ok
2_front,20251119_162002.jpg,1.67,262,525,269,285,615,820,ok
2_front,20251119_162003_096_saved.jpg,1.45,267,462,273,225,615,820,ok
2_front,20251119_162009_097_saved.jpg,1.52,273,566,280,302,615,820,ok
2_front,20251119_162308_009_saved.jpg,-2.58,268,612,255,324,615,820,ok
2_front,20251119_162317_030_saved.jpg,0.65,294,564,297,299,615,820,ok
2_front,20251119_163010_026_saved.jpg,-5.27,275,546,257,351,615,820,ok
2_front,20251119_163013_023_saved.jpg,5.83,265,596,299,263,615,820,ok
2_front,20251119_163013_068_saved.jpg,3.72,215,599,234,307,615,820,ok
2_front,20251119_163243_040_saved.jpg,0.61,273,592,276,310,615,820,ok
2_front,20251119_163243_078_saved.jpg,-0.18,254,584,253,267,615,820,ok
2_front,20251119_163653_011_saved.jpg,1.06,243,589,249,264,615,820,ok
2_front,20251119_163653_047_saved.jpg,-1.30,316,570,310,305,615,820,ok
2_front,20251119_163716_004_saved.jpg,2.56,302,533,313,287,615,820,ok
2_front,20251119_163716_015_saved.jpg,0.00,317,440,317,254,615,820,ok
2_front,20251119_163716_065_saved.jpg,-0.24,300,527,299,286,615,820,ok
2_front,20251119_163913_009_saved.jpg,2.76,328,502,341,232,615,820,ok
2_front,20251119_163913_041_saved.jpg,4.17,305,508,323,261,615,820,ok
2_front,20251119_163913_069_saved.jpg,-0.50,310,497,308,266,615,820,ok
2_front,20251119_163913_081_saved.jpg,2.52,315,505,325,278,615,820,ok
2_front,20251119_164334_029_saved.jpg,1.48,303,399,307,244,615,820,ok
2_front,20251119_164340_063_saved.jpg,0.93,285,548,288,363,615,820,ok
2_front,20251119_164354_018_saved.jpg,3.33,252,577,264,371,615,820,ok
2_front,20251119_164354_070_saved.jpg,6.63,238,565,261,367,615,820,ok
2_front,20251119_164425_025_saved.jpg,,,,,,615,820,skipped
2_front,20251119_164425_098_saved.jpg,,,,,,615,820,skipped
2_front,20251119_164432_100_saved.jpg,,,,,,615,820,skipped
2_front,20251119_175218_020_saved.jpg,0.42,284,462,286,192,615,820,ok
2_front,20251119_175218_096_saved.jpg,4.36,280,427,304,112,615,820,ok
2_front,20251119_175635_016_saved.jpg,1.72,244,407,252,141,615,820,ok
2_front,20251119_175635_091_saved.jpg,0.00,286,434,286,224,615,820,ok
2_front,20251119_175647_046_saved.jpg,0.00,281,435,281,209,615,820,ok
2_front,20251119_175647_072_saved.jpg,5.33,281,620,312,288,615,820,ok
2_front,20251119_180913.jpg,,,,,,615,820,skipped
2_front,20251119_180913_005_saved.jpg,-2.66,315,456,296,47,615,820,ok
2_front,20251119_180913_078_saved.jpg,,,,,,615,820,skipped
2_front,20251119_180921_003_saved.jpg,1.00,313,381,319,37,615,820,ok
2_front,20251119_180921_056_saved.jpg,-2.87,314,494,293,75,615,820,ok
2_front,20251119_181245.jpg,4.22,254,491,279,152,615,820,ok
2_front,20251119_181245_081_saved.jpg,-3.86,328,545,307,234,615,820,ok
2_front,20251120_163823_084_saved.jpg,0.74,355,588,359,279,615,820,ok
2_front,20251120_164854_014_saved.jpg,1.51,279,474,286,208,615,820,ok
2_front,20251120_164854_022_saved.jpg,-0.85,306,408,303,205,615,820,ok
2_front,20251120_164854_100_saved.jpg,0.00,281,451,281,202,615,820,ok
2_front,20251120_165640_012_saved.jpg,1.65,299,376,306,133,615,820,ok
2_front,20251120_165640_025_saved.jpg,0.00,257,380,257,122,615,820,ok
2_front,20251120_165646_067_saved.jpg,1.53,257,461,265,162,615,820,ok
2_front,20251120_165646_093_saved.jpg,1.46,286,401,293,127,615,820,ok
2_front,20251120_170830_031_saved.jpg,0.98,243,495,248,204,615,820,ok
2_front,20251120_170830_044_saved.jpg,0.80,285,504,290,144,615,820,ok
2_front,20251120_170830_096_saved.jpg,,233,412,253,183,615,820,skipped
2_front,20251120_171001_034_saved.jpg,,,,,,615,820,skipped
2_front,20251120_171001_060_saved.jpg,,,,,,615,820,skipped
2_front,20251120_171001_086_saved.jpg,,,,,,615,820,skipped
2_front,20251120_171001_099_saved.jpg,,,,,,615,820,skipped
2_front,20251120_171353_096_saved.jpg,,,,,,615,820,skipped
2_front,20260708_203302.jpg,,,,,,615,820,skipped
2_front,20260708_203323.jpg,0.94,260,611,263,428,615,820,ok
2_front,20260709_202951.jpg,0.22,278,567,279,305,615,820,ok
2_front,20260709_203009.jpg,1.31,280,571,285,352,615,820,ok
2_front,20260709_203013.jpg,0.00,299,577,299,306,615,820,ok
2_front,20260719_141356.jpg,-0.58,289,456,287,257,615,820,ok
2_front,20260724_201400.jpg,0.44,273,530,275,271,615,820,ok
2_front,20260724_201438.jpg,0.25,278,522,279,292,615,820,ok
2_front,20260724_201439.jpg,0.00,284,530,284,303,615,820,ok
2_front,20260724_202716.jpg,-1.10,297,489,293,281,615,820,ok
2_front,20260731_012226.jpg,0.00,277,510,277,327,615,820,ok
2_front,20260731_012424.jpg,0.00,344,671,344,505,615,820,ok
2_front,20260731_012622.jpg,0.84,330,680,333,475,615,820,ok
2_front,20260731_012910.jpg,0.61,294,663,296,474,615,820,ok
2_front,20260731_013101.jpg,-5.48,272,628,251,409,615,820,ok
2_front,20260731_013418.jpg,0.00,274,600,274,424,615,820,ok
2_front,20260731_013602.jpg,-3.53,347,685,334,474,615,820,ok
2_front,20260731_013614.jpg,-0.68,379,638,376,387,615,820,ok
2_front,20260731_013841.jpg,1.86,344,655,351,440,615,820,ok
2_front,20260731_013847.jpg,-0.49,334,662,332,428,615,820,ok
2_front,20260731_014020.jpg,5.57,300,669,323,433,615,820,ok
2_front,20260731_014028.jpg,1.48,308,647,314,414,615,820,ok
2_front,20260731_014407.jpg,7.77,269,667,299,447,615,820,ok
2_front,20260731_014413.jpg,1.64,267,650,274,406,615,820,ok
2_front,20260731_014416.jpg,3.01,282,627,291,456,615,820,ok
2_front,20260731_014838.jpg,6.93,256,673,282,459,615,820,ok
2_front,20260731_015012.jpg,4.69,289,622,304,439,615,820,ok
2_front,20260731_015119.jpg,2.28,258,580,266,379,615,820,ok
2_front,20260731_015142.jpg,1.59,260,616,266,400,615,820,ok
2_front,20260731_015305.jpg,1.85,303,626,309,440,615,820,ok
2_front,20260731_015317.jpg,,,,,,615,820,skipped
2_front,20260731_015618.jpg,0.00,289,608,289,444,615,820,ok
2_front,20260731_015621.jpg,0.34,246,653,247,483,615,820,ok
2_front,20260731_015646.jpg,3.75,270,636,282,453,615,820,ok
2_front,20260731_015823.jpg,0.00,247,538,247,366,615,820,ok
2_front,20260731_015828.jpg,1.51,225,584,231,356,615,820,ok
2_front,20260731_015837.jpg,2.95,250,582,262,349,615,820,ok
2_front,20260731_020000.jpg,4.22,243,563,256,387,615,820,ok
2_front,20260731_020015.jpg,0.71,287,587,290,344,615,820,ok
2_front,20260731_020157.jpg,0.92,294,632,298,384,615,820,ok
2_front,20260731_020810.jpg,,,,,,615,820,skipped
2_front,20260731_020833.jpg,,,,,,615,820,skipped
2_front,20260731_020841.jpg,,,,,,615,820,skipped
2_front,20260731_021430.jpg,-0.45,316,589,314,335,615,820,ok
2_front,20260731_022025.jpg,12.55,166,613,219,375,615,820,ok
2_front,20260731_022041.jpg,3.48,299,615,318,303,615,820,ok
2_front,20260731_022107.jpg,-0.22,258,626,257,364,615,820,ok
2_front,20260731_022539.jpg,3.38,300,581,313,361,615,820,ok
2_front,20260731_023328.jpg,-0.32,305,574,304,394,615,820,ok
2_front,20260731_023444.jpg,4.05,283,518,299,292,615,820,ok
2_front,20260804_182203.jpg,-1.38,293,551,288,343,615,820,ok
2_front,20260804_182408.jpg,0.00,288,601,288,375,615,820,ok
2_front,20260808_000203.jpg,-0.30,278,554,277,362,615,820,ok
2_front,20260808_000211.jpg,2.27,258,574,270,271,615,820,ok
2_front,20260809_172925.jpg,4.81,271,564,289,350,615,820,ok
2_front,20260809_172935.jpg,3.26,287,566,299,355,615,820,ok
2_front,20260809_173923.jpg,4.30,258,607,275,381,615,820,ok
2_front,20260810_202356.jpg,4.96,289,587,304,414,615,820,ok
2_front,20260812_203837.jpg,6.92,297,598,334,293,615,820,ok
2_front,20260812_205409.jpg,0.24,259,604,260,364,615,820,ok
2_front,20260812_205545.jpg,0.00,263,565,263,338,615,820,ok
2_front,20260819_122945.jpg,6.91,199,569,235,272,615,820,ok
2_front,20260821_190959.jpg,0.00,329,508,329,257,615,820,ok
2_front,20260821_193228.jpg,0.26,302,499,303,278,615,820,ok
2_front,20260823_160657.jpg,-0.18,333,568,332,251,615,820,ok
2_front,20260824_195740.jpg,-4.53,283,590,259,287,615,820,ok
2_front,20260824_200125.jpg,12.66,264,521,326,245,615,820,ok
2_front,20260824_200144.jpg,4.34,287,570,309,280,615,820,ok
2_front,20260827_091728.jpg,2.96,290,518,310,131,615,820,ok
2_front,20260827_201705.jpg,-2.12,252,543,239,192,615,820,ok
2_front,20260827_205354.jpg,-3.87,302,582,276,198,615,820,ok
2_front,20260828_103725.jpg,-7.56,360,630,319,321,615,820,ok
2_front,20260828_104029.jpg,,,,,,615,820,skipped
2_front,20260828_104035.jpg,-0.17,309,564,308,220,615,820,ok
2_front,20260828_104200.jpg,-6.57,321,519,290,250,615,820,ok
2_front,20260828_104618.jpg,-3.76,316,506,296,202,615,820,ok
2_front,20260828_104625.jpg,-0.67,269,548,266,290,615,820,ok
2_front,20260828_104644.jpg,5.95,268,541,308,157,615,820,ok
2_front,20260828_104719.jpg,2.78,244,520,259,211,615,820,ok
2_front,20260831_200216.jpg,7.24,278,578,323,224,615,820,ok
2_front,20260831_200223.jpg,2.13,260,609,272,286,615,820,ok
2_front,20260831_200237.jpg,-0.19,255,592,254,295,615,820,ok
2_front,20260831_200831.jpg,-0.38,287,576,285,275,615,820,ok
2_front,20260831_200840.jpg,4.01,308,567,331,239,615,820,ok
2_front,20260831_200933.jpg,-4.59,285,557,259,233,615,820,ok
2_front,20260831_201018.jpg,-0.67,287,612,283,271,615,820,ok
2_front,20260831_201135.jpg,3.11,288,575,301,336,615,820,ok
2_front,20260831_201147.jpg,6.26,275,581,308,280,615,820,ok
2_front,20260831_201201.jpg,-1.80,273,592,263,273,615,820,ok
2_front,20260831_201244.jpg,7.23,276,562,319,223,615,820,ok
2_front,20260831_201247.jpg,,,,,,615,820,skipped
2_front,20260831_201315.jpg,2.89,263,635,282,258,615,820,ok
2_front,20260831_201318.jpg,,,,,,615,820,skipped
2_front,20260831_201326.jpg,2.23,275,641,290,256,615,820,ok
2_front,20260831_201418.jpg,13.34,304,600,378,288,615,820,ok
2_front,20260831_201438.jpg,7.71,302,574,351,212,615,820,ok
2_front,20260902_170403.jpg,4.47,268,565,297,194,615,820,ok
2_front,20260902_173827.jpg,6.47,242,496,286,108,615,820,ok
2_front,20260904_161811.jpg,1.93,288,538,301,153,615,820,ok
2_front,20260904_161825.jpg,0.64,258,543,262,185,615,820,ok
2_front,20260904_170801.jpg,-0.52,292,540,289,208,615,820,ok
2_front,20260904_170828.jpg,-0.16,271,568,270,215,615,820,ok
2_front,20260904_170848.jpg,-1.07,306,621,298,191,615,820,ok
2_front,20260904_172130.jpg,0.44,265,613,268,222,615,820,ok
2_front,20260904_172202.jpg,0.16,284,587,285,219,615,820,ok
2_front,20260907_205236.jpg,0.43,290,659,293,262,615,820,ok
2_front,20260907_205444.jpg,0.00,294,611,294,271,616,820,ok
2_front,20260907_205459.jpg,-0.67,305,612,301,268,618,820,ok
2_front,20260907_205705.jpg,-0.40,283,646,281,358,615,820,ok
2_front,20260907_205807.jpg,3.13,304,630,323,282,615,820,ok
2_front,20260907_205847.jpg,0.35,275,620,277,294,615,820,ok
2_front,20260907_210045.jpg,0.98,326,652,332,303,615,820,ok
2_front,20260907_210115.jpg,1.54,299,619,309,247,615,820,ok
2_front,20260907_210145.jpg,-1.05,269,628,263,302,615,820,ok
2_front,20260907_210220.jpg,-0.55,296,655,293,344,615,820,ok
2_front,20260907_210413.jpg,0.76,289,593,293,293,615,820,ok
2_front,20260907_210422.jpg,0.00,305,635,305,320,615,820,ok
2_front,20260907_210544.jpg,-0.18,299,635,298,323,615,820,ok
2_front,20260907_210553.jpg,0.00,308,647,308,332,615,820,ok
2_front,20260907_210601.jpg,0.00,330,671,330,357,615,820,ok
2_front,20260907_210651.jpg,0.00,306,673,306,303,615,820,ok
2_front,20260907_210701.jpg,0.00,267,671,267,290,615,820,ok
2_front,20260907_210723.jpg,2.51,295,657,307,383,615,820,ok
2_front,20260907_210735.jpg,0.00,296,645,296,323,615,820,ok
2_front,20260907_210908.jpg,0.51,308,662,311,323,615,820,ok
2_front,20260907_210916.jpg,-0.38,324,640,322,337,615,820,ok
2_front,20260907_210955.jpg,-1.18,298,644,291,303,615,820,ok
2_front,20260907_211122.jpg,0.83,327,596,332,250,615,820,ok
2_front,20260907_211146.jpg,0.76,271,605,275,304,615,820,ok
2_front,20260907_211201.jpg,-0.59,305,630,302,337,615,820,ok
2_front,20260907_211400.jpg,0.21,277,632,278,355,615,820,ok
3_left,20260708_203305.jpg,46.01,301,610,504,414,615,820,ok
