file,zone,cw_area,y_top,y_bot,sidewalk_area
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000128.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000129.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000130.jpg,none,0.0,,,0.9804
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000131.jpg,none,0.0,,,0.9142
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000132.jpg,none,0.0,,,0.9836
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000133.jpg,none,0.0,,,0.6971
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000135.jpg,none,0.0,,,0.819
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000136.jpg,none,0.0,,,0.9911
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000137.jpg,none,0.0,,,0.9589
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000138.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000139.jpg,none,0.0,,,0.8484
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000140.jpg,none,0.0,,,0.9671
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000141.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000142.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000143.jpg,none,0.0,,,0.9304
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000144.jpg,on,0.8787,0.0,0.889,0.1196
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000145.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000146.jpg,none,0.0,,,0.0018
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000147.jpg,none,0.0,,,0.9883
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000148.jpg,none,0.0,,,0.9155
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000149.jpg,none,0.0,,,0.8335
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000150.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000151.jpg,none,0.0,,,1.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000152.jpg,none,0.0,,,0.9304
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000153.jpg,none,0.0,,,0.9129
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000154.jpg,none,0.0,,,0.9768
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000155.jpg,none,0.0,,,0.794
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000156.jpg,none,0.0,,,0.7703
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000157.jpg,none,0.0,,,0.8582
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000158.jpg,none,0.0,,,0.4625
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000160.jpg,none,0.0,,,0.8681
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000161.jpg,approach,0.7114,0.0,0.752,0.2869
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000162.jpg,none,0.0,,,0.9702
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000163.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000164.jpg,on,0.6102,0.363,1.0,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000165.jpg,none,0.0,,,0.8684
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000166.jpg,none,0.0,,,0.0045
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000167.jpg,none,0.0,,,0.8608
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000168.jpg,none,0.0,,,1.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000169.jpg,none,0.0,,,0.957
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000170.jpg,none,0.0,,,0.8014
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000172.jpg,none,0.0,,,0.9708
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000173.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000174.jpg,none,0.0,,,0.977
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000175.jpg,none,0.0,,,0.7936
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000176.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000177.jpg,none,0.0,,,0.9279
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000178.jpg,none,0.0,,,1.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000179.jpg,approach,0.1449,0.1,1.0,0.7665
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000180.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000181.jpg,none,0.0,,,0.9833
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000182.jpg,none,0.0,,,0.8913
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000183.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000184.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000185.jpg,none,0.0,,,0.9007
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000187.jpg,none,0.0,,,0.8035
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000188.jpg,none,0.0,,,1.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000189.jpg,none,0.0,,,0.6567
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000190.jpg,none,0.0,,,0.1204
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000191.jpg,none,0.0,,,0.8904
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000192.jpg,none,0.0,,,0.8727
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000193.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000194.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000195.jpg,none,0.0,,,1.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000196.jpg,none,0.0,,,0.9059
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000197.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000198.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000199.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000200.jpg,none,0.0,,,0.9428
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000201.jpg,none,0.0,,,0.107
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000202.jpg,none,0.0,,,0.7854
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000203.jpg,none,0.0,,,0.8168
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000204.jpg,none,0.0,,,0.9812
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000205.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000206.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000207.jpg,none,0.0,,,0.8304
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000208.jpg,none,0.0,,,0.7483
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000209.jpg,none,0.0,,,0.967
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000210.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000211.jpg,none,0.0,,,0.0403
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000212.jpg,none,0.0,,,0.9116
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000213.jpg,none,0.0,,,0.7674
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000214.jpg,none,0.0,,,0.8962
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000215.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000217.jpg,none,0.0,,,0.8695
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000218.jpg,none,0.0,,,0.9175
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000219.jpg,none,0.0,,,0.7422
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000221.jpg,none,0.0,,,0.9461
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000222.jpg,none,0.0,,,0.9405
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000223.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000224.jpg,none,0.0,,,0.7914
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000225.jpg,none,0.0,,,0.8703
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000226.jpg,none,0.0,,,0.9377
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000227.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000228.jpg,none,0.0,,,0.7343
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000229.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000230.jpg,none,0.0,,,0.9311
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000231.jpg,none,0.0,,,0.842
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000232.jpg,none,0.0,,,0.8575
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000233.jpg,none,0.0,,,0.6554
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000234.jpg,none,0.0,,,0.9954
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000235.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000236.jpg,none,0.0,,,0.017
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000237.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000238.jpg,none,0.0,,,1.0
aihub_raw/surface/Surface_1/Surface_002/MP_SEL_SUR_000240.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000241.jpg,none,0.0,,,0.9726
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000242.jpg,none,0.0,,,0.8312
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000244.jpg,none,0.0,,,0.0175
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000245.jpg,none,0.0,,,0.7463
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000246.jpg,none,0.0,,,0.9553
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000247.jpg,none,0.0,,,0.8486
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000248.jpg,none,0.0,,,0.8126
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000249.jpg,none,0.0,,,0.9382
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000250.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000251.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000252.jpg,none,0.0,,,0.9789
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000253.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000254.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000255.jpg,none,0.0,,,0.0141
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000256.jpg,none,0.0,,,0.9434
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000257.jpg,none,0.0,,,1.0
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000258.jpg,none,0.0,,,0.7227
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000260.jpg,none,0.0,,,0.7146
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000261.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000262.jpg,none,0.0,,,1.0
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000263.jpg,none_far,0.0406,0.0,0.23,0.8088
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000264.jpg,none,0.0,,,0.9204
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000265.jpg,none,0.0,,,0.9104
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000266.jpg,none,0.0,,,0.897
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000267.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000268.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000269.jpg,none,0.0,,,0.8699
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000270.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000271.jpg,none,0.0,,,1.0
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000272.jpg,none,0.0,,,0.0
aihub_raw/surface/Surface_1/Surface_003/MP_SEL_SUR_000273.jpg,none,0.0,,,0.9977
